ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,enbci,cgi,plmn,frequency,freqBandInd,pci,tac,aauName,aauName_5,vbpName,vswName,aauType,vbpType,vswType,mimVersion,mimVersion_8,mimVersion_Range,cellSize,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,rfAppMode,operState,availStatus,connectionState,maintainState,networkingMode,ipAddress,administrativeState,ranShareSwitch,refENBCUCPFunction,refENBCUUPFunction,refENBDUFunction,refCUEUtranCellNBIoT,refDUEUtranCellNBIoT,refECellEquipmentFunctionNB,refSectorFunction,refAauTxRxGroup,refIrRruTxRxGroup,refPrruTxRxGroup,refTxRfLink,refReplaceableUnit_Aau,refReplaceableUnit_IrRru,refReplaceableUnit_Prru,refReplaceableUnit_rru,name_Aau,name_IrRru,name_Prru,name_rru,aauNames,refBpPoolFunction,refReplaceableUnit_bbu,vbpNames,refReplaceableUnit_vsw,functionMode_bbu,refSubRack,subRackType,cellRSPortNum,earfcnDl,aauUnitNum,vbpUnitNum,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,plmnIdList
ITBBU,441601,7906433,936386,90,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_东山路珊背村三八仓NBRRU2,936386-90,460-11-936386-90,460-11,869.1,5,87,33918,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=90","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=90","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=90-0-0-0","SupportFunction=1,SectorFunction=SF_21",,,,"Equipment=1,RfLink=41;Equipment=1,RfLink=42",,,,"Equipment=1,ReplaceableUnit=61;Equipment=1,ReplaceableUnit=61",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_7","Equipment=1,ReplaceableUnit=VBP_1_7",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906447,936397,81,市区高望支局5GBBU_9,市区高望支局5GBBU_9,GO_N5_河源市区_家福建材城NBRRU2,936397-81,460-11-936397-81,460-11,869.1,5,34,33911,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.18.42,5,1,ENBCUCPFunction=460-11_936397,ENBCUUPFunction=460-11_936397,ENBDUFunction=460-11_936397,"ENBCUCPFunction=460-11_936397,CUNBIOT=1,CUEUtranCellNBIoT=81","ENBDUFunction=460-11_936397,DUNBIOT=1,DUEUtranCellNBIoT=81","ENBDUFunction=460-11_936397,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=81-0-0-0","SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=6;Equipment=1,RfLink=5",,,,"Equipment=1,ReplaceableUnit=52;Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906447,936397,80,市区高望支局5GBBU_9,市区高望支局5GBBU_9,GO_N5_河源市区_家福建材城NBRRU1,936397-80,460-11-936397-80,460-11,869.5,5,33,33911,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.18.42,5,1,ENBCUCPFunction=460-11_936397,ENBCUUPFunction=460-11_936397,ENBDUFunction=460-11_936397,"ENBCUCPFunction=460-11_936397,CUNBIOT=1,CUEUtranCellNBIoT=80","ENBDUFunction=460-11_936397,DUNBIOT=1,DUEUtranCellNBIoT=80","ENBDUFunction=460-11_936397,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=80-0-0-0","SupportFunction=1,SectorFunction=SF_11",,,,"Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906350,936302,84,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_河源龙川_铁场黄花NBRRU2,936302-84,460-11-936302-84,460-11,869.1,5,105,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.23.154,5,1,ENBCUCPFunction=460-11_936302,ENBCUUPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CUNBIOT=1,CUEUtranCellNBIoT=84","ENBDUFunction=460-11_936302,DUNBIOT=1,DUEUtranCellNBIoT=84","ENBDUFunction=460-11_936302,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=84-0-0-0","SupportFunction=1,SectorFunction=SF_15",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17",,,,"Equipment=1,ReplaceableUnit=55;Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906350,936302,85,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_河源龙川_铁场黄花NBRRU3,936302-85,460-11-936302-85,460-11,869.3,5,106,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.23.154,5,1,ENBCUCPFunction=460-11_936302,ENBCUUPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CUNBIOT=1,CUEUtranCellNBIoT=85","ENBDUFunction=460-11_936302,DUNBIOT=1,DUEUtranCellNBIoT=85","ENBDUFunction=460-11_936302,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=85-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906350,936302,83,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_河源龙川_铁场黄花NBRRU1,936302-83,460-11-936302-83,460-11,869.5,5,104,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.23.154,5,1,ENBCUCPFunction=460-11_936302,ENBCUUPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936302,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936302,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906350,936302,80,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_河源龙川_铁场罗坳NBRRU1,936302-80,460-11-936302-80,460-11,869.5,5,108,33904,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.23.154,5,1,ENBCUCPFunction=460-11_936302,ENBCUUPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CUNBIOT=1,CUEUtranCellNBIoT=80","ENBDUFunction=460-11_936302,DUNBIOT=1,DUEUtranCellNBIoT=80","ENBDUFunction=460-11_936302,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=80-0-0-0","SupportFunction=1,SectorFunction=SF_11",,,,"Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906350,936302,81,龙川谷前支局5GBBU_1,龙川谷前支局5GBBU_1,GO_N5_河源龙川_铁场罗坳NBRRU2,936302-81,460-11-936302-81,460-11,869.1,5,109,33904,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.23.154,5,1,ENBCUCPFunction=460-11_936302,ENBCUUPFunction=460-11_936302,ENBDUFunction=460-11_936302,"ENBCUCPFunction=460-11_936302,CUNBIOT=1,CUEUtranCellNBIoT=81","ENBDUFunction=460-11_936302,DUNBIOT=1,DUEUtranCellNBIoT=81","ENBDUFunction=460-11_936302,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=81-0-0-0","SupportFunction=1,SectorFunction=SF_12",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6",,,,"Equipment=1,ReplaceableUnit=52;Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906299,936248,83,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_河源龙川_赤光新淳基站01NBRRU1,936248-83,460-11-936248-83,460-11,869.5,5,58,33904,R9254 S8500(A6A),R9254,VBPd19,VSWd0,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.144,5,1,ENBCUCPFunction=460-11_936248,ENBCUUPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936248,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936248,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_7","Equipment=1,ReplaceableUnit=VBP_1_7",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906299,936248,89,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_河源龙川_赤光礤乐NBRRU1,936248-89,460-11-936248-89,460-11,869.5,5,37,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.144,5,1,ENBCUCPFunction=460-11_936248,ENBCUUPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CUNBIOT=1,CUEUtranCellNBIoT=89","ENBDUFunction=460-11_936248,DUNBIOT=1,DUEUtranCellNBIoT=89","ENBDUFunction=460-11_936248,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=89-0-0-0","SupportFunction=1,SectorFunction=SF_20",,,,"Equipment=1,RfLink=38;Equipment=1,RfLink=37",,,,"Equipment=1,ReplaceableUnit=60;Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906299,936248,88,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_河源龙川_赤光瑶坑基站01NBRRU3,936248-88,460-11-936248-88,460-11,869.3,5,66,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.144,5,1,ENBCUCPFunction=460-11_936248,ENBCUUPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CUNBIOT=1,CUEUtranCellNBIoT=88","ENBDUFunction=460-11_936248,DUNBIOT=1,DUEUtranCellNBIoT=88","ENBDUFunction=460-11_936248,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=88-0-0-0","SupportFunction=1,SectorFunction=SF_19",,,,"Equipment=1,RfLink=33;Equipment=1,RfLink=34",,,,"Equipment=1,ReplaceableUnit=59;Equipment=1,ReplaceableUnit=59",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906299,936248,87,龙川赤光支局5GBBU_2,龙川赤光支局5GBBU_2,GO_N5_河源龙川_赤光瑶坑基站01NBRRU2,936248-87,460-11-936248-87,460-11,869.1,5,65,33904,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,2,42.50.23.144,5,1,ENBCUCPFunction=460-11_936248,ENBCUUPFunction=460-11_936248,ENBDUFunction=460-11_936248,"ENBCUCPFunction=460-11_936248,CUNBIOT=1,CUEUtranCellNBIoT=87","ENBDUFunction=460-11_936248,DUNBIOT=1,DUEUtranCellNBIoT=87","ENBDUFunction=460-11_936248,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=87-0-0-0","SupportFunction=1,SectorFunction=SF_18",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58;Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906433,936386,87,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_物资局-2NBRRU2,936386-87,460-11-936386-87,460-11,869.1,5,46,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=87","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=87","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=87-0-0-0","SupportFunction=1,SectorFunction=SF_18",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58;Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906433,936386,86,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_物资局-2NBRRU1,936386-86,460-11-936386-86,460-11,869.5,5,45,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=86","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=86","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=86-0-0-0","SupportFunction=1,SectorFunction=SF_17",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57;Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906433,936386,89,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_东山路珊背村三八仓NBRRU1,936386-89,460-11-936386-89,460-11,869.5,5,14,33918,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=89","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=89","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=89-0-0-0","SupportFunction=1,SectorFunction=SF_20",,,,"Equipment=1,RfLink=37;Equipment=1,RfLink=38",,,,"Equipment=1,ReplaceableUnit=60;Equipment=1,ReplaceableUnit=60",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_7","Equipment=1,ReplaceableUnit=VBP_1_7",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906433,936386,88,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_物资局-2NBRRU3,936386-88,460-11-936386-88,460-11,869.3,5,47,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=88","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=88","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=88-0-0-0","SupportFunction=1,SectorFunction=SF_19",,,,"Equipment=1,RfLink=33;Equipment=1,RfLink=34",,,,"Equipment=1,ReplaceableUnit=59;Equipment=1,ReplaceableUnit=59",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906433,936386,83,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_车站LNBRRU1,936386-83,460-11-936386-83,460-11,869.5,5,369,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=83","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=83","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=83-0-0-0","SupportFunction=1,SectorFunction=SF_14",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14",,,,"Equipment=1,ReplaceableUnit=54;Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
ITBBU,441601,7906433,936386,85,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_车站LNBRRU3,936386-85,460-11-936386-85,460-11,869.3,5,371,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=85","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=85","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=85-0-0-0","SupportFunction=1,SectorFunction=SF_16",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=21",,,,"Equipment=1,ReplaceableUnit=56;Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.3,,,,,,,,
ITBBU,441601,7906433,936386,84,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_车站LNBRRU2,936386-84,460-11-936386-84,460-11,869.1,5,370,33918,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=84","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=84","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=84-0-0-0","SupportFunction=1,SectorFunction=SF_15",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17",,,,"Equipment=1,ReplaceableUnit=55;Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,"Equipment=1,SubRack=1",21,1,869.1,,,,,,,,
ITBBU,441601,7906433,936386,80,和平老局5GBBU_6,和平老局5GBBU_6,GO_N5_河源和平_电信LNBRRU1,936386-80,460-11-936386-80,460-11,869.5,5,474,33918,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,V5.75.10.20A03,V5.75.10,V5.75.10.20A03,1,40.0,40.0,29.2,0,0,normal,1,0,1,42.50.52.58,5,1,ENBCUCPFunction=460-11_936386,ENBCUUPFunction=460-11_936386,ENBDUFunction=460-11_936386,"ENBCUCPFunction=460-11_936386,CUNBIOT=1,CUEUtranCellNBIoT=80","ENBDUFunction=460-11_936386,DUNBIOT=1,DUEUtranCellNBIoT=80","ENBDUFunction=460-11_936386,DUNBIOT=1,CPResourceNB=1,ECellEquipmentFunctionNB=80-0-0-0","SupportFunction=1,SectorFunction=SF_11",,,,"Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51;Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A);R9254 S8500(A6A),R9254 S8500(A6A);R9254 S8500(A6A),"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,"Equipment=1,SubRack=1",21,1,869.5,,,,,,,,
