ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,rfAppMode,refEUtranCell,refENBFunction,refPlmn_enb,refPlmn,refECellEquipFunc,endcAnchorImmciSwch,earfcn,enDcSwch,ENBFunctionId,cellRSPortNum,refRfDevice,refBpDevice,rruNames,rruName_5,rruRadioMode,bbuName,functionMode,fiberNum,fiberRate,fiberCascade,McDeviceSet,ccName,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
SDR,441651,541251,541251,18,龙川黄布支局F,龙川黄布支局F,龙川黄布支局F_800M_2（工程）,460-11,460-11;460-01,874.2,5,10M,126,9908,FDD,0,1,0,5,1,8.150.16.60,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,60,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541251,EUtranCellFDD=6",ENBFunctionFDD=541251,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541251,ECellEquipmentFunction=6",0,874.2,0,541251,1,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540783,540783,16,紫金三小LF,紫金三小LF,紫金乌石仙湖农场_800M_0,460-11,460-11,874.2,5,10M,234,9996,FDD,0,1,0,5,1,8.150.17.142,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,764,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540783,EUtranCellFDD=10",ENBFunctionFDD=540783,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=540783,ECellEquipmentFunction=10",0,874.2,0,540783,1,"Equipment=1,Rack=60,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0,4104,5,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,542446,542446,24,紫金古竹支局LBBU7_800M（工程）,紫金古竹支局LBBU7_800M（工程）,市区古竹郭屋坝_800M_2-XJ,460-11,460-11,874.2,5,10M,6,33803,FDD,0,1,0,5,1,8.150.19.10,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,246,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542446,EUtranCellFDD=18",ENBFunctionFDD=542446,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542446,ECellEquipmentFunction=18",0,874.2,0,542446,1,"Equipment=1,Rack=68,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=5,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,540908,540908,51,连平忠信金泰家私城F,连平忠信金泰家私城F,连平中信大厦室分F_0_B3,460-11,460-11;460-01,1850.0,3,20M,283,33811,FDD,0,1,0,5,1,8.150.17.10,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,4,640,46.0,42.9,12.2,4,0,3,1;0;0;0,1;0;0;0,0,"ENBFunctionFDD=540908,EUtranCellFDD=4",ENBFunctionFDD=540908,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540908,ECellEquipmentFunction=4",0,1850.0,0,540908,0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,540908,540908,52,连平忠信金泰家私城F,连平忠信金泰家私城F,连平中信大厦室分F_1_B3,460-11,460-11;460-01,1850.0,3,20M,23,33811,FDD,0,1,0,5,1,8.150.17.10,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,4,640,49.0,48.9,15.2,4,0,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540908,EUtranCellFDD=5",ENBFunctionFDD=540908,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540908,ECellEquipmentFunction=5",0,1850.0,0,540908,1,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441652,541399,541399,51,东源仙塘观塘LF,东源仙塘观塘LF,东源仙塘观塘YF_0,460-11,460-11;460-01,1850.0,3,20M,481,33800,FDD,0,1,0,5,1,8.150.14.69,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,276,49.0,48.9,15.2,4,0,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541399,EUtranCellFDD=4",ENBFunctionFDD=541399,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541399,ECellEquipmentFunction=4",0,1850.0,0,541399,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,8392712,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541131,541131,53,市区万隆一品三区室分外引F,市区万隆一品三区室分外引F,市区德润华府二期室分外引F_0,460-11,460-11;460-01,1870.0,3,20M,458,33793,FDD,0,1,0,5,1,8.150.12.162,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,756,46.0,45.9,12.2,4,0,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541131,EUtranCellFDD=6",ENBFunctionFDD=541131,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541131,ECellEquipmentFunction=6",0,1870.0,0,541131,1,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,5,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,542446,542446,22,紫金古竹支局LBBU7_800M（工程）,紫金古竹支局LBBU7_800M（工程）,市区古竹郭屋坝_800M_0-XJ,460-11,460-11,874.2,5,10M,319,33803,FDD,0,1,0,5,1,8.150.19.10,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,246,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542446,EUtranCellFDD=16",ENBFunctionFDD=542446,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542446,ECellEquipmentFunction=16",0,874.2,0,542446,1,"Equipment=1,Rack=66,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=5,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,542446,542446,23,紫金古竹支局LBBU7_800M（工程）,紫金古竹支局LBBU7_800M（工程）,市区古竹郭屋坝_800M_1-XJ,460-11,460-11,874.2,5,10M,53,33803,FDD,0,1,0,5,1,8.150.19.10,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,246,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542446,EUtranCellFDD=17",ENBFunctionFDD=542446,"Operator=2,Plmn=1","Operator=2,Plmn=1","ENBFunctionFDD=542446,ECellEquipmentFunction=17",0,874.2,0,542446,1,"Equipment=1,Rack=67,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=5,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540947,540947,48,市区高新区逸东制衣厂F,市区高新区逸东制衣厂F,河源高新商务会议中心室分_1.8GF_0,460-11,460-11;460-01,1870.0,3,20M,118,33802,FDD,0,1,0,5,1,8.150.8.157,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,336,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=540947,EUtranCellFDD=1",ENBFunctionFDD=540947,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540947,ECellEquipmentFunction=1",0,1870.0,0,540947,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,1,1
SDR,441651,541284,541284,19,紫金黄塘支局F,紫金黄塘支局F,紫金黄塘澄田村嶂下_800M_0,460-11,460-11;460-01,874.2,5,10M,17,33804,FDD,0,1,0,5,1,8.150.17.178,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541284,EUtranCellFDD=11",ENBFunctionFDD=541284,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541284,ECellEquipmentFunction=11",0,874.2,0,541284,1,"Equipment=1,Rack=61,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0A,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541099,541099,48,市区临江支局_BBU26,市区临江支局BBU26,河源深河医院住院楼室分F_0,460-11,460-11;460-01,1870.0,3,20M,24,33803,FDD,0,1,0,5,1,8.150.23.24,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,640,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541099,EUtranCellFDD=1",ENBFunctionFDD=541099,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541099,ECellEquipmentFunction=1",0,1870.0,0,541099,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(B6A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541099,541099,49,市区临江支局_BBU26,市区临江支局BBU26,河源深河医院住院楼室分F_1,460-11,460-11;460-01,1870.0,3,20M,25,33803,FDD,0,1,0,5,1,8.150.23.24,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,640,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541099,EUtranCellFDD=2",ENBFunctionFDD=541099,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541099,ECellEquipmentFunction=2",0,1870.0,0,541099,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(B6A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541099,541099,50,市区临江支局_BBU26,市区临江支局BBU26,河源深河医院住院楼室分F_2,460-11,460-11;460-01,1870.0,3,20M,26,33803,FDD,0,1,0,5,1,8.150.23.24,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,640,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541099,EUtranCellFDD=3",ENBFunctionFDD=541099,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541099,ECellEquipmentFunction=3",0,1870.0,0,541099,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(B6A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,542446,542446,4,紫金古竹支局LBBU7_800M（工程）,紫金古竹支局LBBU7_800M（工程）,市区古竹维多利亚公寓室分_2.1GF_1-XJ,460-11,460-11;460-01,2120.0,1,20M,58,33803,FDD,0,1,0,5,1,8.150.19.10,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,300,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=542446,EUtranCellFDD=15",ENBFunctionFDD=542446,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542446,ECellEquipmentFunction=15",0,2120.0,0,542446,1,"Equipment=1,Rack=65,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=7,PlugInUnit=1,SdrDeviceGroup=1",R8862A S2100(A6A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,542446,542446,3,紫金古竹支局LBBU7_800M（工程）,紫金古竹支局LBBU7_800M（工程）,市区古竹维多利亚公寓室分_2.1GF_0-XJ,460-11,460-11;460-01,2120.0,1,20M,57,33803,FDD,0,1,0,5,1,8.150.19.10,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,300,49.0,48.9,18.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=542446,EUtranCellFDD=14",ENBFunctionFDD=542446,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542446,ECellEquipmentFunction=14",0,2120.0,0,542446,1,"Equipment=1,Rack=64,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=7,PlugInUnit=1,SdrDeviceGroup=1",R8862A S2100(A6A),R8862,16,BPN0,4104,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,542522,542522,17,紫金中坝F_800M（工程）,紫金中坝F_800M（工程）,紫金中坝F_800M_1（工程）,460-11,460-11;460-01,874.2,5,10M,472,9996,FDD,0,1,0,5,1,8.150.17.202,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,661,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542522,EUtranCellFDD=2",ENBFunctionFDD=542522,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542522,ECellEquipmentFunction=2",0,874.2,0,542522,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,542522,542522,18,紫金中坝F_800M（工程）,紫金中坝F_800M（工程）,紫金中坝F_800M_2（工程）,460-11,460-11;460-01,874.2,5,10M,473,9996,FDD,0,1,0,5,1,8.150.17.202,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,661,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=542522,EUtranCellFDD=3",ENBFunctionFDD=542522,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542522,ECellEquipmentFunction=3",0,874.2,0,542522,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541119,541119,53,紫金龙窝莲塘接入网_LBBU2,紫金龙窝莲塘接入网LBBU2,紫金龙窝莲塘_1.8GF_1_LT,460-11,460-11;460-01,1870.0,3,20M,461,9996,FDD,0,1,0,5,1,8.150.25.14,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,336,46.0,45.9,15.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541119,EUtranCellFDD=104",ENBFunctionFDD=541119,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541119,ECellEquipmentFunction=104",0,1870.0,0,541119,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPL1,3,1,2,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541119,541119,52,紫金龙窝莲塘接入网_LBBU2,紫金龙窝莲塘接入网LBBU2,紫金龙窝莲塘_1.8GF_0_LT,460-11,460-11;460-01,1850.0,3,20M,475,9996,FDD,0,1,0,5,1,8.150.25.14,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,528,46.0,45.9,15.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541119,EUtranCellFDD=103",ENBFunctionFDD=541119,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541119,ECellEquipmentFunction=103",0,1850.0,0,541119,1,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPL1,3,1,2,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441651,541372,541372,51,市区碧桂园接入网_BBU8,市区碧桂园接入网BBU8,市区碧桂园凤凰湾B区55_60栋室分外引F_0,460-11,460-11;460-01,1870.0,3,20M,309,33803,FDD,1,1,0,5,1,8.150.5.76,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,787,46.0;46.0,42.9;42.9,12.2;12.2,4,0,3,"1;0;0;0,1;0;0;0","1;0;0;0,1;0;0;0",0,"ENBFunctionFDD=541372,EUtranCellFDD=4",ENBFunctionFDD=541372,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541372,ECellEquipmentFunction=4;ENBFunctionFDD=541372,ECellEquipmentFunction=5",0,1870.0,0,541372,0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A);R8862A S1800(A4A),R8862,"16,16",BPN0,4104,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,2,1
SDR,441651,541252,541252,18,龙川紫市支局F,龙川紫市支局F,龙川紫市旺田YF_800M_0（工程）,460-11,460-11;460-01,874.2,5,10M,340,9908,FDD,0,1,0,5,1,8.150.16.61,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,346,49.0,48.9,21.2,2,1,3,1;0;0;1,1;0;0;1,0,"ENBFunctionFDD=541252,EUtranCellFDD=8",ENBFunctionFDD=541252,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541252,ECellEquipmentFunction=8",0,874.2,0,541252,1,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0,8392712,5,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,542546,542546,48,碧桂园接入网BBU2,碧桂园接入网_BBU2,市区碧桂园凤翔苑3_5栋栋室分外引F_0,460-11,460-11;460-01,1870.0,3,20M,162,33803,FDD,1,1,0,5,1,8.150.5.44,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,708,46.0;46.0,40.9;40.9,7.2;7.2,4,0,3,"1;0;0;1,1;0;0;1","1;0;0;1,1;0;0;1",0,"ENBFunctionFDD=542546,EUtranCellFDD=1",ENBFunctionFDD=542546,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=542546,ECellEquipmentFunction=1;ENBFunctionFDD=542546,ECellEquipmentFunction=2",0,1870.0,0,542546,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1;Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A);R8862A S1800(A4A),R8862,"16,16",BPN0,8392712,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCC,,,,,,2,1
SDR,441652,540712,540712,48,东源电视塔LF,东源电视塔LF,东源电视塔LF_0,460-11,460-11;460-01,1850.0,3,20M,49,33800,FDD,0,1,0,5,1,8.150.14.11,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,370,49.0,48.9,18.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540712,EUtranCellFDD=1",ENBFunctionFDD=540712,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540712,ECellEquipmentFunction=1",0,1850.0,0,540712,1,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,540712,540712,49,东源电视塔LF,东源电视塔LF,东源电视塔LF_1,460-11,460-11;460-01,1850.0,3,20M,117,33800,FDD,0,1,0,5,1,8.150.14.11,LN_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,370,49.0,48.9,15.2,4,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=540712,EUtranCellFDD=2",ENBFunctionFDD=540712,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=540712,ECellEquipmentFunction=2",0,1850.0,0,540712,1,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S1800(A4A),R8862,16,BPN0,4104,4,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
SDR,441652,541064,541064,16,紫金蓝塘南山接入网_LBBU2,紫金蓝塘南山接入网LBBU2,紫金蓝塘南山_800M_0,460-11,460-11;460-01,874.2,5,10M,212,33805,FDD,0,1,0,5,1,8.150.19.143,L_D_V6.20.10.00,V6.20.10.00,V6.20.10,0,2,1,640,49.0,48.9,21.2,2,1,3,1;0;0;1,1;1;1;1,0,"ENBFunctionFDD=541064,EUtranCellFDD=4",ENBFunctionFDD=541064,"Operator=2,Plmn=1","Operator=2,Plmn=1;Operator=3,Plmn=1","ENBFunctionFDD=541064,ECellEquipmentFunction=4",0,874.2,0,541064,1,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16,BPN0A,4104,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,,,,,,1,1
